,time,Title,Artist,Danceability,Loudness (dB),Speechiness,Acousticness,Liveness,mood
33,2020-03-07 12:43:00,Memories,Maroon 5,0.7674418604651163,0.8,0.056603773584905655,0.8484848484848485,0.061855670103092786,Nostalgic
34,2020-03-08 12:43:00,This Is What It Feels Like,Armin van Buuren,0.5232558139534884,0.8800000000000001,0.01886792452830189,0.04040404040404041,0.04123711340206186,Artsy
35,2020-03-09 12:43:00,Hey Ya!,OutKast,0.7325581395348837,1.0,0.09433962264150944,0.10101010101010102,0.16494845360824742,Romantic
36,2020-03-10 12:43:00,7 Seconds (feat. Neneh Cherry),Youssou N'Dour,0.6744186046511628,0.68,0.01886792452830189,0.08080808080808081,0.3195876288659794,Romantic
37,2020-03-11 12:43:00,Breaking the Habit,Linkin Park,0.5581395348837209,0.8800000000000001,0.01886792452830189,0.11111111111111112,0.07216494845360825,Romantic
38,2020-03-12 12:43:00,I Wish,Stevie Wonder,0.8372093023255814,0.68,0.056603773584905655,0.08080808080808081,0.05154639175257732,Romantic
39,2020-03-13 12:43:00,Heaven Must Be Missing An Angel - Pt. 1,Tavares,0.5930232558139535,0.7200000000000001,0.01886792452830189,0.010101010101010102,0.3814432989690722,Romantic
40,2020-03-14 12:43:00,Tennessee Whiskey,Chris Stapleton,0.3372093023255814,0.6400000000000001,0.01886792452830189,0.21212121212121213,0.061855670103092786,Artsy
41,2020-03-15 12:43:00,The Load-Out - Remastered,Jackson Browne,0.4883720930232558,0.6000000000000001,0.01886792452830189,0.7474747474747475,0.1134020618556701,Nostalgic
42,2020-03-16 12:43:00,Mensch,Herbert Grönemeyer,0.6744186046511628,0.8400000000000001,0.11320754716981132,0.030303030303030304,0.061855670103092786,Romantic
43,2020-03-17 12:43:00,Rosalyn,Vitesse,0.4534883720930233,0.56,0.07547169811320756,0.010101010101010102,0.05154639175257732,Artsy
44,2020-03-18 12:43:00,Golden Brown,The Stranglers,0.5348837209302326,0.4800000000000001,0.01886792452830189,0.14141414141414144,0.12371134020618556,Romantic
45,2020-03-19 12:43:00,Het Land Van Maas En Waal,Boudewijn de Groot,0.7325581395348837,0.68,0.056603773584905655,0.4040404040404041,0.04123711340206186,Sad
46,2020-03-20 12:43:00,Cloudbusting,Kate Bush,0.6744186046511628,0.4,0.01886792452830189,0.7070707070707072,0.061855670103092786,Nostalgic
47,2020-03-21 12:43:00,Invisible Touch - 2007 Remaster,Genesis,0.6511627906976745,0.8400000000000001,0.01886792452830189,0.3434343434343435,0.05154639175257732,Sad
48,2020-03-22 12:43:00,Forbidden Colours,Ryuichi Sakamoto,0.5930232558139535,0.4,0.01886792452830189,0.7676767676767677,0.23711340206185563,Nostalgic
49,2020-03-23 12:43:00,When The Lady Smiles,Golden Earring,0.6976744186046512,0.8,0.01886792452830189,0.4444444444444445,0.3402061855670103,Sad
